,news_title,news_details,date
282,Amazon reveals Prime 2018 data,"
 Amazon (AMZN +4.2%) is out with its ""Best of Prime 2018"" report and says Prime members worldwide ordered more than 2B products for one-day or faster delivery. Last year, the company revealed that Prime members ordered over 5B items through the two-day shipping option. This year's number is the first time Amazon revealed data for faster shipping. Overall Prime membership grew compared to last year, which is the typical vague information. But Amazon did reveal earlier this year that there are over 100M paid Prime members around the world.  ",2018-12-3
283,Amazon tests cashierless tech in larger stores,"

Amazon (NASDAQ:AMZN) is testing its cashierless checkout technology for bigger stores and is experimenting with the system in Seattle, WSJ reports.
If successful, the strategy would further challenge brick-and-mortar retailers racing to make their businesses more convenient.
It's unclear whether Amazon intends to use the technology for Whole Foods, although that is the most likely application if executives can make it work.
 ",2018-12-3
284,Apple Music coming to Amazon Echos,"

Apple (NASDAQ:AAPL) Music is coming to Amazon (NASDAQ:AMZN) Echo speakers beginning the week of December 17. Amazon made the announcement in a blog post.
The service will be added as a skill that users will have to enable before linking their Music account.
Echo speakers compete with Apple's HomePod smart speaker.
 ",2018-11-30
285,Lawmakers push Amazon harder for facial rec answers,"

U.S. lawmakers send Amazon (AMZN +0.3%) a list of four questions about its Rekognition facial recognition software's operations and bias. Amazon has a strict deadline of December 13 to respond.
Lawmakers sent Amazon a similar letter in late July around the time of an ACLU report that showed Rekognition incorrectly identifying 28 members of Congress when compared to a mugshots database. Amazon replied but not in great detail.
Now the lawmakers are saying Amazon ""has failed to provide sufficient answers"" to concerns over the software's ""accuracy issues"" and potential to place ""disproportionate burdens on communities of color.""
Read the full letter here.
Previously: ACLU: Amazon facial rec tool mismatched Congress members to mugshots (update) (July 26)
 ",2018-11-29
286,Reports: MLB joining crowded ring fighting for Fox RSNs,"
 Major League Baseball is joining a very crowded field bidding for the 22 regional sports networks being put up for sale by Fox and Disney (FOX +0.2%, FOXA +0.2%, DIS +0.3%) as part of their $71B asset deal, according to reports. MLB Commissioner Rob Manfred seemed to confirm as much speaking at a March of Dimes luncheon, and the deal could get the league streaming rights to all of its own games -- though that claim might be countered by the clubs themselves, as well as raise claims of conflicts from independent RSNs. An MLB entry would mean the league's joining in with a few dozen bidders, which include Amazon.com (NASDAQ:AMZN), Apollo (NYSE:APO), KKR, Blackstone (NYSE:BX), Sinclair Broadcast Group (NASDAQ:SBGI), Tegna (NYSE:TGNA) and many others. Previously: Bloomberg: Yankees draw partners including Amazon to YES deal (Nov. 21 2018) Previously: CNBC: Amazon joins bids for Fox regional sports nets (Nov. 20 2018) Previously: Report: Fox, Comcast skip bids for Fox regional sports nets (Nov. 13 2018)  ",2018-11-29
287,Germany next to put Amazon under the microscope,"
 Germany's antitrust authority is investigating whether Amazon (NASDAQ:AMZN) prevented fair competition in the country's online marketplace. The ""abuse proceeding"" will explore cases of withholding payments, blocking seller accounts without explanation, and use of sellers' information. It will also examine if Amazon's dominance is hindering other online retailers and if sellers have become dependent on Amazon to make sales.  ",2018-11-29
288,Amazon launches Security Hub,"

Amazon (AMZN +6.2%) announces the new AWS Security Hub service lets users streamline high-profile security alerts and compliance status across AWS accounts.
Security Hub can draw information from Amazon GuardDuty, Amazon Inspector, and Amazon Macie, as well as from AWS Partner solutions

Check Point (CHKP +3%) and Tenable (TENB +3%) have announced integrations with the AWS Security Hub.
Related cybersecurity ETFs: HACK, CIBR
 ",2018-11-28
289,AWS announces its A.I. chip,"
 Amazon (AMZN +4.9%) Web Services announces its entry into A.I. chips with Inferentia, which will become available next year. AWS says Inferentia is designed to offer ""high throughput, low latency inference performance at an extremely low cost"" and will support TensorFlow, Apache MXNet, and PyTorch deep learning frameworks plus models using the ONNX format. The chip will be available for use with Amazon SageMaker, Amazon EC2, and Amazon Elastic Inference. Cloud competitor Google released its Tensor Processing Unit accelerator in 2016 and this past July launched the Edge TPU AI chips. Alibaba also has plans to enter the market.  ",2018-11-28
290,Amazon moving off Oracle databases,"

Amazon (AMZN +1.7%) Web Services CEO Andy Jassy says Amazon will be off Oracle (ORCL) databases by the end of 2019.
This month, Amazon moved its data warehouse from Oracle to its own Redshift service.
Jassy says 88% of Amazon databases running on Oracle will transfer to Amazon DynamoDB or Amazon Aurora by January and 97% will be moved by the end of the year.
 ",2018-11-28
291,Jefferies: AWS headed for $71B in revenue,"

Amazon (NASDAQ:AMZN) Web Services revenue could reach $71B by 2022, according to Jefferies analyst Brent Thill after attending this year's re:Invent conference.
The revenue total would give AWS a valuation of about $350B.
Thill says customers are ""jumping in big with AWS"" and increasing partner deal sizes by 3.5x last year. Commitments include Korean Air (an Oracle (ORCL +0.1%) customer) committing to a 10-year deal to move all systems to AWS and Amgen moving over most of its cloud infrastructure.
Amazon shares are up 2.5% to $1,621.33. 

 ",2018-11-28
292,WeWork pilot of Amazon Alexa for Business comes to halt,"
 A pilot program for Amazon.com's (NASDAQ:AMZN) business-case voice assistant, Alexa for Business, has been paused at WeWork (VWORK), CNBC says, though it's grown quite popular at Amazon itself. WeWork was promoted as a flagship customer of the new offering back in March. But the pilot lasted for about two months, according to the report. The service lets workers perform such tasks as reserve conference rooms or adjust temperatures by talking to Alexa-powered devices. And while WeWork isn't using it anymore, Amazon notes that more than half of its meetings start by talking to the Alexa assistant rather than typing in information. That leads to meetings that start in an average of less than nine seconds, Amazon data show.  ",2018-11-27
293,Amazon selling patient data software,"

Amazon (NASDAQ:AMZN) is selling software to mine patient health records for information that could help doctors improve treatments and lower costs, according to the WSJ.

The software can read digitized medical records and clinical notes then pick out key data points.
AWS has sold similar text-analysis software to companies outside of the healthcare industry.
 ",2018-11-27
294,AWS launches cloud service for satellite data,"

Amazon (AMZN) announces AWS Ground Station, a cloud service for data from satellites.
Customers can downlink current data from 12 AWS ground stations around the world and quickly use AWS services to process, store, and analyze the data.
Initial customers include Spire, BlackSky, and DigitalGlobe.
 ",2018-11-27
295,THR: YouTube pulling back from scripted content spending,"
 YouTube (GOOG -0.6%, GOOGL -0.6%) is pulling back from scripted content output, a reversal of a strategy that pushed a premium subscription tier, The Hollywood Reporter says. The video platform will cut back starting in 2020, and executive will double down on the ad-supported video by making all its originals free to all users, not just those paying $12/month for YouTube Premium. That means a ""serious budget reduction,"" if not a total pullback from what has been hot competition among distributors for bigger-budget content. The platform might release a show week-to-week for free while giving Premium subscriber the option to binge. YouTube's originals budget (said to be hundreds of millions of dollars a year) is still overshadowed by the billions annually at Netflix (NFLX +1.7%) and Amazon.com (AMZN -0.1%). Also a player here: Hulu, co-owned by Comcast (CMCSA +1.6%), Disney (DIS +1.3%), Fox (FOX +0.6%, FOXA +0.5%) and WarnerMedia (T +1.5%).  ",2018-11-27
