,news_title,news_dates,news_details
40,Sony -8% after cutting sales outlook,"Mon, Feb. 4, 2:39 AM","
It's a rough start to the week for Sony (NYSE:SNE) after the company cut its revenue outlook for the fiscal year on the back of weaker-than-expected sales of cameras and smartphones.Operating income from gaming also fell 14% to ¥73B during the holiday quarter.Sony shares tumbled in Tokyo, falling 8.1% to ¥5,055, echoing other large technology companies that have lowered forecasts on slowing global economic growth. "
41,Sony -8% after FQ3 results fall short,"Fri, Feb. 1, 10:18 AM","
 Sony (NYSE:SNE) is down 8.1% in morning trading after FQ3 revenue trailed estimates slightly (¥2.4T vs. ¥2.6T) to take the shine off a guidance hike for FY19 profit of ¥835T from ¥705T. Profit in Sony's gaming business fell in FQ3 to ¥73.1B from ¥85.4B a year ago, while a gain booked from the EMI deal boosted music business profit to ¥147B from ¥39.3B a year ago. Overall profit came in at ¥377T vs. ¥384T anticipated. Previously: Sony reports Q3 EPS of ¥330.77 (Feb. 1)  "
42,Sony reports Q3 EPS of ¥330.77,"Fri, Feb. 1, 6:37 AM","
Sony (NYSE:SNE): Q3 GAAP EPS of ¥330.77.Revenue of ¥2.4T (-10.1% Y/Y) misses by ¥270B.Shares +2.2% PM.Press Release "
43,"Overnight earnings: Deutsche, Sony, Honda","Fri, Feb. 1, 4:30 AM","
Despite its first full-year net profit since 2014, Deutsche Bank (NYSE:DB) shares dropped 1.1% premarket as a weak fourth quarter boosted merger speculation amid a series of uphill battles.Sony (NYSE:SNE) +1.2% as its strong music business propelled the company to its best-ever quarterly profit.Honda (NYSE:HMC) -1% as net earnings dropped 40% on discounting and quality costs. "
44,Report: Sony eyeing stake in India's Zee Entertainment,"Thu, Jan. 24, 9:45 AM","
 Sony (SNE -0.9%) is in talks to buy a stake in Zee Entertainment, including potentially a controlling stake, according to India's CNBC-TV18. The Japanese multinational has a heavy broadcast TV presence in India and has been looking to beef it up, according to the report. And that comes against the backdrop that Disney (DIS -0.8%) is set to replace Fox (FOX +0.1%, FOXA +0.2%) as partners of Star India when those two companies complete their $71B asset deal. Comcast (CMCSA -2.7%) may yet be involved in a Zee deal as well. Zee is available through a TV presence across 117 countries.  "
45,Accessories lead videogame sales to 2% December gain,"Tue, Jan. 22, 6:43 PM","
 Videogame sales rose 2% year-over-year in December, marking their best December in four years and resuming an uptrend after November sales came in flat Y/Y. Overall sales rose to $3.4B, according to NPD Group, with heavy accessories/game card spending pacing the gain. Hardware dropped 8% to $1.168B and software spending fell 3% to $1.237B. But accessories and game cards rose 29% to $1.01B. For the full calendar year, overall sales rose 13% to $16.67B. Hardware sales rose 8% to $5.105B; software sales rose 7% to $7.092B; and accessories/game cards were up 33% to $4.473B. Hardware dollar sales in December were led by Nintendo's Switch (OTCPK:NTDOY) platform, which wraps the year as the best-selling platform in units and dollars (with the highest annual totals since the PlayStation 4 (NYSE:SNE) in 2015, analyst Mat Piscatella notes). Meanwhile software hit its highest annual totals since 2012. The dollar sales charts for December were led by Super Smash Bros. Ultimate (OTCPK:NTDOY), which becomes 2018's fifth-best-selling game despite NPD Group not tracking digital sales. It came in ahead of Red Dead Redemption 2 (NASDAQ:TTWO), Call of Duty: Black Ops 4 (NASDAQ:ATVI) and Battlefield V (NASDAQ:EA) for December. Rounding out the software top 10: No. 5, NBA 2K19 (TTWO); No. 6, Mario Kart 8 (OTCPK:NTDOY); No. 7, Madden NFL 19 (EA); No. 8, Super Mario Party (OTCPK:NTDOY); No. 9, Pokemon: Let's Go Pikachu (OTCPK:NTDOY); No. 10, Marvel's Spider-Man (SNE). Related tickers: MSFT, OTC:NCBDY, OTCPK:CCOEY, OTCPK:UBSFY. Retail stock: GME. ETFs: GAMR, ESPO  "
46,Sony moving Europe HQ to Amsterdam as Brexit plan,"Tue, Jan. 22, 2:19 PM","
 Sony (SNE -3.3%) is the latest large company planning Brexit contingencies, as it moves its European headquarters to the Netherlands from the UK, Nikkei reports. It will do that by merging England-based Sony Europe into a new entity in Amsterdam; the England unit will continue to manage product imports and sales and no personnel will be relocated. Meanwhile, the merged entity will start operations in April, with Britain's exit from the EU set for the end of March. That should allow Sony to ensure supply stability by continuing to take advantage of the existing customs regime.  "
47,Sony to shut down Crackle Latin America,"Thu, Jan. 17, 1:10 PM","
 Sony Pictures Television (SNE -0.7%) is shuttering its Crackle Latin America business, deciding it's not economically viable. The video on demand service has 400,000 subscribers across 17 countries; it had first launched as an ad-supported streaming service like the U.S. Crackle. It was run as a separate operation from the U.S. Crackle, out of Miami.Sony still operates a free, ad-supported Crackle in Australia and it indicated last summer it would try to sell a stake in the U.S. business.  "
48,Morgan Stanley: Videogame makers winners if Amazon does cloud gaming,"Mon, Jan. 14, 6:16 PM","
 Big videogame publishers are the ""clearest beneficiaries"" of a purported Amazon.com (NASDAQ:AMZN) cloud-based streaming gaming service, Morgan Stanley says. That's because barriers to entry for new players are lower for potential customers of Activision Blizzard (NASDAQ:ATVI), Electronic Arts (NASDAQ:EA), Take-Two (NASDAQ:TTWO) and Ubisoft (OTCPK:UBSFY), the firm says. And competition among potential distribution routes could give those companies leverage in talks. ""Cloud gaming is coming"" with the three biggest public cloud companies in the race, MS says, and the network presents a potential $24B profit opportunity for the content owners. (h/t Bloomberg)ETFs: GAMR, ESPORelated tickers: OTCPK:NTDOY, OTC:NCBDY, OTCPK:CCOEY, SNE, MSFT  "
49,Wedbush talks Apple M&A targets and XR price cuts,"Mon, Jan. 14, 9:26 AM","
 Wedbush analyst Dan Ives calls Apple's (NASDAQ:AAPL) pricing hubris on iPhone XR the major factor in the ""earnings debacle"" for December. Ives say while iPhone XS continues to be focused on premium price points, the linchpin on the upgrade cycle was XR within the China region representing ~20% of all iPhones in the window of an upgrade opportunity. ""To put numbers around this, with ~750 million active iPhones worldwide based on our estimates and 350 million of those in a window of an upgrade opportunity over the next 12 to 18 months, we estimate between 60 million to 70 million of iPhones slated to be upgraded/new purchases are out of the key China region,"" he notes. Ives thinks Apple should ""aggressively"" cut prices in China on XR and pull forward an estimated is roughly 15M to 20M iPhones sales that would otherwise be sitting idle or be lost to competition.He also recommends that Apple make a major content acquisition to drive the services flywheel. ""In a nutshell, ultimately with $250 billion+ of potential dry M&A powder now is the time for Apple to rip off the band-aid and finally do significant content M&A with the landscape ripe otherwise it will be a major strategic mistake in our opinion that will haunt the company for years to come, with content being the rocket fuel in the services engine that is currently missing in the portfolio,"" he writes. On that M&A wildcard, Ives and team call A24, Lionsgate and Sony Pictues (NYSE:SNE) ""higher probability"" targets and sees Viacom (NYSE:VIA)/CBS (NYSE:CBS) and MGM Studios as ""medium"" probability targets. Netflix, Disney and various videogame publishers are called ""low"" probability targets. Wedbush keeps an Outperform rating on Apple and price target of $200. AAPL -0.76% premarket to $151.10.  "
50,Report: Sony considers moving China production if tariffs rise,"Tue, Jan. 8, 6:29 PM","
 Sony (NYSE:SNE) will consider moving some production out of China if the U.S. goes forward with higher tariffs, Nikkei reports. That's according to senior executive VP Ichiro Takagi, who told reporters at CES that ""of course"" they'd consider moving that capacity to other regions if tariffs rise to 25%. Sony has exposure via video cameras it makes on the mainland, and Takagi says that in the consumer market, a stock decline has cut into disposable income and hit purchases of high-end goods, but the company will hold the line on prices. Shares have risen 2.2% after hours.  "
51,Sony and AT&T look to sell GSN Games,"Sat, Jan. 5, 10:44 AM","
 Sony Pictures Entertainment (NYSE:SNE) and AT&T (NYSE:T) are waiting to hear on the first round of bidding action on GSN games after quietly putting the social games maker on the block a few months ago, according to Variety. The companies are hoping to see offers arrive in the neighborhood of $600M to $700M. Sony holds 58% of GSN Games, while AT&T owns the other 42%.  "
52,Sony ramps 3D sensors on smartphone demand,"Dec. 28, 2018, 10:07 AM","
Sony (SNE -0.3%) is boosting production of its next-gen sensor for 3D cameras by an unspecified amount after interest from customers including Apple.Sony will kick off mass production late next summer to meet demand for the sensors, which power the 3D cameras found in smartphones.SNE holds about half of the camera chip market with other clients including Alphabet and Samsung.Rivals: Lumentum (LITE +2%), STMicroelectronics (STM +1.7%). "
53,"InterDigital, Sony extend wireless JV","Dec. 24, 2018, 10:01 AM","
InterDigital (NASDAQ:IDCC) and Sony (NYSE:SNE) extend the terms of the Convida Wireless JV to sharpen its 5G focus.The agreement will include Sony investing in InterDigital's IoT platform Chordant and InterDigital providing a patent license. "
54,'Aquaman' dominates pre-Christmas weekend box office with $72M debut,"Dec. 24, 2018, 8:05 AM","
AT&T (NYSE:T) subsidiary Warner Bros' (T) Aquaman won the pre-Christmas weekend U.S. box office race with a $72M debut including previews, with Disney's (NYSE:DIS) Mary Poppins Returns a distant second at $22.2M.Aquaman, which stars Jason Momoa in the title role, already had amassed $410M overseas for a global total of $482.8M.Rounding out the top five were Paramount's (NASDAQ:VIAB) Bumblebee at $20.9M in its debut weekend, Sony's (NYSE:SNE) Spider-Man: Into The Spider-Verse with $16.3M for a 10-day total of $65M, and Warner Bros' The Mule with $9M and a total $35M so far. "
55,Rosenblatt: Apple could cut 4M iPhone units,"Dec. 20, 2018, 3:29 PM","
Rosenblatt thinks Apple (AAPL -2.2%) could cut iPhone production by another 4M units for the March quarter due to China weakness related to the Huawei CFO arrest.Analyst Jun Zhang notes that many Chinese companies showed support for Huawei by subsidizing employees who purchased devices from the company instead of iPhones.Zhang thinks the iPhone XR will take the highest cuts at about 2.5M with the XS dropping 1M and the XS Max trimming 500K units.Zhang warns investors to be cautious on Skyworks (SWKS -0.7%), Taiwan Semi (TSM -0.6%), Qorvo (QRVO +0.5%), Cirrus (CRUS +0.2%), and Knowles (KN +0.1%).Rosenblatt is positive on Viavi (VIAV -0.4%), Lumentum (LITE -1.8%), and Sony (SNE -0.5%) on Android adoption of 3D sensing next year.Source: Bloomberg First Word. "
