,news_title,news_dates,news_details
47,"Intel, DOE team for nation's fastest computer","Mon, Mar. 18, 3:08 PM","
Intel (INTC -0.4%) announces that the company and the U.S. Department of Energy will release the first supercomputer with a performance of one exaFLOP in the US. The ""Aurora"" system is being developed in the DOE's Argonne National Laboratory in Chicago.The contract is valued at over $500M and will be delivered to Argonne by Intel and subcontractor Cray (CRAY +2.9%). Delivery is expected by 2021.Aurora is purpose-built for traditional high-performance computing and AI. The supercomputer will contain Intel Xᵉ, Intel's future generation Xeon Scalable processor; next-gen Optane DC persistent memory, Cray's Shasta supercomputing system and Slingshot high-performance interconnect, and Intel's One API developer tools for mapping compute engines. "
48,Semi names move on NAND forecast,"Thu, Mar. 14, 1:54 PM","
Semi equipment names including Lam Research (LRCX +3.9%) and Applied Materials (AMAT +1%) gain as a Digitimes NAND forecast from yesterday makes the rounds again.Digitimes' industry sources say NAND prices will fall at a slower pace in Q2 than in previous quarters.Sources say Samsung aggressively cut its NAND flash quotes in Q1 to accelerate inventory movement through the supply chain. As a result, the industry's inventory correction will come to an end in late March or early April.But the aggressive price cuts are also said to negatively impact the first quarter profits of other chipmakers, which has the shares of Samsung's NAND rivals Micron (MU -0.5%), Western Digital (WDC -3.6%), and Intel (INTC -1.1%) seeing red. "
49,Intel declares $0.315 dividend,"Thu, Mar. 14, 9:03 AM","
Intel (NASDAQ:INTC) declares $0.315/share quarterly dividend, in line with previous.Forward yield 2.32%Payable June 1; for shareholders of record May 7; ex-div May 6.See INTC Dividend Scorecard, Yield Chart, & Dividend Growth. "
50,"Intel, Google lawyers head to Senate","Mon, Mar. 11, 2:20 PM","
Privacy lawyers for Intel (INTC +2%) and Google (GOOG +2.1%)(GOOGL +1.9%) will testify before the U.S. Senate Judiciary Committee tomorrow to discuss consumer data controls and opt-ins.The hearing plans to examine two recent data protection regulations, the GDPR in Europe and and California's state Consumer Privacy Act. "
51,"Xilinx, Intel gain on Nvidia's Mellanox buy","Mon, Mar. 11, 9:26 AM","
Xilinx (NASDAQ:XLNX) gains 1.3% on the news that Nvidia is buying Mellanox for $6.9B. Xilinx was speculated to be among the potential buyers for MLNX.Intel (NASDAQ:INTC), another potential buyer that Nvidia outbid, is up 0.3%.Previously: Nvidia acquires Mellanox for $6.9B (March 11) "
52,Nvidia outbids Intel for Mellanox purchase - reports,"Sun, Mar. 10, 9:40 PM","
Nvidia (NASDAQ:NVDA) is nearing a deal to acquire Mellanox (NASDAQ:MLNX) for more than $7B, according to Bloomberg and CNBC sources.The sale could be announced as soon as tomorrow and Nvidia is the leading bidder of a pack that also includes Intel (NASDAQ:INTC).Mellanox has a market value of about $5.9B.Why Nvidia? Mellanox chips power high-speed networks connecting servers and would help Nvidia boost its chipmaking for data centers at a financially vulnerable time thanks to China weakness and the cryptocurrency mining bubble burst.Also benefitting: Activist investor Starboard Value, which is a Mellanox shareholder and last year reached a board member agreement with the company. "
53,Micron -4.6% on DRAM headwind analyst warning,"Wed, Mar. 6, 11:27 AM","
Cleveland Research cuts its Micron (NASDAQ:MU) 2019 revenue estimate to $24B from $25.5B citing DRAM price headwinds.Cleveland attributes the headwinds to higher competition, weak end-demand, and customer inventory consumption.The firm says current NAND trends will likely bring the industry under cash-cost in Q2 while the second half could become more balanced if output is reduced.Micron shares are down 4.6% to $38.15. Peers Intel (INTC -1%) and Western Digital (WDC -3.5%) are along for the ride. "
54,Intelsat skid deepens despite support for spectrum plan,"Tue, Mar. 5, 12:22 PM","
 Intelsat (NYSE:I) is down 19.4% in NYSE trading, accelerating a skid this week even in the face of some positivity from an FCC commissioner. The agency's Michael O'Rielly suggests to Law360 in an interview that C-band monetization would be the fastest way to free up that spectrum for 5G use. ""Speed is more important than some kind of windfall,"" O'Rielly tells the publication. ""I'm willing to make that trade."" And finding that spectrum should overshadow worries that a private sale would benefit ""current incumbents"" who would profit from airwaves, he says. (h/t Bloomberg) Utilizing mid-band spectrum for 5G deployment by mobile carriers has been a plan advanced by a consortium including Intelsat and SES (SGBAF -7.5%) along with Intel (INTC -0.2%). Intelsat stock has been buffeted amid reports that President Trump's reelection campaign favors a heavy government role in 5G deployment/management. FCC Chairman Ajit Pai has been on record opposing any plan for the federal government to build and operate a 5G network.  "
55,Intel -1.4% on new security issue report,"Tue, Mar. 5, 10:23 AM","
Intel (NASDAQ:INTC) has another major security issue on its hands, according to The Register citing a new research paper from the Worcester Polytechnic Institute and the University of Lübeck.Intel CPUs back to the first-gen Core CPUs have a shortcoming that can be exploited through a foothold like malicious JavaScript in a browser or system malware. The attacker can then access passwords, keys, and other data from the memory.The new route exploits the same speculative execution process that enabled last year's Spectre vulnerabilities. Speculative execution lets a process work on future tasks that could be needed while waiting for other computations to finish.The researchers didn't find similar behavior in Arm and AMD (AMD -0.3%) processor cores.Researchers are calling the new vulnerability SPOILER. The experts say Intel can't use software mitigation to fully fix the exploits. One author says he doesn't expect Intel to patch the issue within the next five years. "
56,Qualcomm launches new Apple patent challenge,"Mon, Mar. 4, 8:21 AM","
Qualcomm (NASDAQ:QCOM) alleges in a San Diego federal court that Apple (NASDAQ:AAPL) violated three of its patents and asks for tens of millions of dollars in damages.Qualcomm has filed a series of patent actions against Apple around the world that will conclude before the antitrust trial starting in April, which will hear Apple's challenge to QCOM's business model.U.S. District Judge Dana Sabraw will open an eight-day trial today deciding whether Apple violated Qualcomm's patents with its iPhones that contain Intel (NASDAQ:INTC) chips.Qualcomm shares are up 0.8% pre-market to $54.65.Apple shares are up 0.5% to $175.88. "
57,Intel ends 5G partnership with Chinese chipmaker,"Tue, Feb. 26, 8:16 AM","
Intel (NASDAQ:INTC) ends its partnership to share its 5G modem chips with Tsinghua Unigroup unit Unisoc, China's second largest chipmaker.Intel claims the decision was recent and mutual. Nikkei Asian Review sources say Intel didn't want the deal to create tension with the U.S. government.The tie-up was first announced at the 2018 Mobile World Congress, where Intel called it a ""multiyear"" venture giving Intel access to the massive China chip market where Intel is outpaced by Qualcomm and MediaTek.The U.S. is cracking down on Chinese tech companies with allegations of IP theft and economic espionage charges for the likes of Huawei and Fujian Jinhua. "
58,Chipmakers battle it out in 5G neighborhood,"Mon, Feb. 25, 4:48 AM","
Qualcomm (NASDAQ:QCOM) has announced 5G networking chips for a range of applications beyond smartphones, aiming to strengthen a business that has lost Apple as a major customer and faces unprecedented levels of competition.Intel (NASDAQ:INTC) also showed off new chips and partnerships that it hopes will persuade its investors that the billions of dollars in R&D that it has poured into 5G networking technology will pay off. "
59,Intel's 5G modem chips coming in 2020,"Fri, Feb. 22, 2:54 PM","
Intel (NASDAQ:INTC) says its 5G modem chips won't appear in phones until 2020.Intel originally planned to release its first 5G modem (the XMM 8060) in mid-2019 with the followup XMM 8160 expected to go to partners in the second half then into devices in early 2020.Apple (NASDAQ:AAPL) is a major customer for the chips.Reports have circulated that Apple wouldn't release a 5G iPhone until next year, which would match up with Intel's timing.Apple is also said to have talked with Samsung and MediaTek about supplying 5G chips for the iPhones this year, but no word leaked on where the talks landed.Intel shares are up 1.7% to $52.28. "
60,Intel +3% as Morgan Stanley gets bullish (update),"Fri, Feb. 22, 7:12 AM","
Morgan Stanley upgrades Intel (NASDAQ:INTC) from Equal-Weight to Overweight and raises the target from $55 to $64.Intel shares are up 2.9% pre-market to $52.80.Update with more info from the note:Analyst Joseph Moore says the firm thinks Intel ""can rerate higher around a more financially-oriented CEO"" and sees ""the multiple expanding from 12x to 14x in our base case."" "
61,Qualcomm argues against Apple's patent workaround,"Tue, Feb. 19, 2:38 PM","
Qualcomm (QCOM +0.8%) says in a filing that Apple's (AAPL +0.3%) OS redesign around a QCOM patent undermines its argument that the U.S. International Trade Commission shouldn't ban iPhone imports.Qualcomm: “While Apple speculates about the adverse effects of an exclusion order -- and assumes that Apple and Intel will act against their economic self-interest and out of step with their public disclosures -- it is undisputable that failure to enter an order in the event a violation is found would deprive Qualcomm of the fruits of its decades-long commitment to R&D and weaken its incentive to innovate.""Apple had asked the agency to either not impose a ban, saying it's against the public interest, or to at least give the company six months to fully implement the change and have it checked by Customs.Intel (INTC) has said such a ban would force it out of the market.The ITC's final decision is expected by March 26. "
62,Older iPhones return to Germany,"Thu, Feb. 14, 8:31 AM","
Apple (NASDAQ:AAPL) will resume selling older iPhone models in Germany after the ban late last year, but the phones will only include Qualcomm (NASDAQ:QCOM) chips.Apple says it had ""no choice"" but to stop using Intel (NASDAQ:INTC) chips in iPhones heading for the German market to comply with the patent infringement case Qualcomm won in the region.The tech giant used Qualcomm chips exclusively until 2016 when Intel was added to the supply chain. Apple switched to Intel exclusivity last year due to the legal battles with Qualcomm.The phones heading to Germany will be older iPhone 7 and 8 models.Apple shares are up 0.2% pre-market to $170.55.Qualcomm gains 0.4% to $51.80. "
63,"Ericsson, Intel collab on 5G platform","Mon, Feb. 11, 3:07 PM","
Intel (INTC -0.1%) and Ericsson (ERIC +1.3%) begin a multiyear 5G collaboration aligning development efforts for Ericsson's SDI Manager software and Intel's Rack Scale Design.The companies say they're teaming up for a next-gen hardware intelligence platform that will give service providers a faster time-to-market, higher utilization, and lower costs. "
64,Intel announces soccer club partnerships,"Fri, Feb. 8, 11:07 AM","
Intel (NASDAQ:INTC) announces a partnership with English soccer clubs Arsenal, Liverpool, and Manchester City.The tech giant will offer fans an immersive experience through its Intel True View system. Dozens of 5K high-def cameras will be placed in each stadium that will let viewers at home replay clips from multiple angles. "
65,Chip stocks slide on Goldman warning,"Fri, Feb. 8, 10:44 AM","
The Philadelphia Semiconductor Index drops 1% after Goldman Sachs' warning on ""very soft"" fundamentals.Full quote: ""Our recent industry discussions suggest that memory fundamentals remain very soft, and prices continue to decline. This is in contrast to the significant rally in the memory and HDD stocks year to date even on weak fundamentals.""The firm says EPS scenarios that seemed improbable are now likely and says its former Micron EPS downside scenario of $3 to $4 EPS is ""now a base case.""Chip stocks on the move: (AMAT -1.9%), (NVDA -1.1%), (AMD -0.4%), (LRCX -0.9%), (INTC -1.6%), (MU -3.8%), (WDC -1.3%).Related semiconductor ETFs: SOXL, SOXX, SMH, USD, PSI, XSD, SOXS, SSG, FTXL, XTHPreviously: Goldman cuts EPS estimates for Micron, WDC (Feb. 8) "
